112,141,151,245,424,535,425,413
143,211,212,213,214,215,216,223,224,225,226,231,232,233,243,252,253,256,314,315,316,419,422,428,642,644,651,652
142,241,248,258,416,418
152,242,246,257,421,222
247,317,412,420,650,414
111,221,255,312,411
